string	data_package	data_type	source	error_category	error_type	string_type	file type	notes
Gallus0gal	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Haementeri	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Hydra0magn	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Locusta0mi	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Lumbricida	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Monosiga0b	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Monosiga0o	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Mytilus0ga	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Nematostel	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Proterospo	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Rhizopus0o	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Strongyloc	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Tetraodon0	18	data	annotator_1	false negative	odd abbreviation	abbreviation		odd spelling
Ambystoma0	18	data	annotator_1			scientific name		
Diplosoma0	18	data	annotator_1			scientific name		
Eutheria00	18	data	annotator_1			scientific name		
Gastropoda	18	data	annotator_1			scientific name		
Hydractini	18	data	annotator_1			scientific name		
Ixodidae00	18	data	annotator_1			scientific name		
Myxinidae0	18	data	annotator_1			scientific name		
Oikopleura	18	data	annotator_1			scientific name		
Pectinidae	18	data	annotator_1			scientific name		
Penaeidae0	18	data	annotator_1			scientific name		
Petromyzon	18	data	annotator_1			scientific name		
Tribolium0	18	data	annotator_1			scientific name		
Xenopus000	18	data	annotator_1			scientific name		
Ambystoma	18	data	GNRD_1			scientific name		
Diplosoma	18	data	GNRD_1			scientific name		
Eutheria	18	data	GNRD_1			scientific name		
Gastropoda	18	data	GNRD_1			scientific name		
Hydractini	18	data	GNRD_1			scientific name		
Ixodidae	18	data	GNRD_1			scientific name		
Myxinidae	18	data	GNRD_1			scientific name		
Oikopleura	18	data	GNRD_1			scientific name		
Pectinidae	18	data	GNRD_1			scientific name		
Penaeidae	18	data	GNRD_1			scientific name		
Petromyzon	18	data	GNRD_1			scientific name		
Tribolium	18	data	GNRD_1			scientific name		
Xenopus	18	data	GNRD_1			scientific name		
Ambulacraria	18	pdf	annotator_1	false negative	punctuation		pdf	"in parentheses, not a real taxon"
Euchordata	18	pdf	annotator_1	false negative	punctuation	scientific name	pdf	in single quotes
Acropora	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Ambystoma	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Apis	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Astacidea	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Blastocladiella	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Bombyx	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Brachyura	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Branchiostoma	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Cephalochordata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Choanoflagellata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Ciona intestinalis	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Ciona savignyi	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Cnidaria	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Crassostrea	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Danio	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Diplosoma	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Echinodermata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Eptatretus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Euprymna	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Fungi	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Gallus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Gastropoda	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Haementeria	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Homo	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Hydra	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Hydractinia	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Ixodidae	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Locusta	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Lumbricidae	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Monosiga brevicollis	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Monosiga ovata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Mytilus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Nematostella	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Olfactores	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Pectinidae	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Penaeidae	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Petromyzon	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Proterospongia	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Protostomia	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Rhizopus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Strongylocentrotus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Tetraodon	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Tribolium	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Tunicata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Vertebrata	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
Xenopus	18	pdf	annotator_1	false negative	reading figure	scientific name	pdf	name in figure
OLFACTORES	18	pdf	annotator_1			duplicate	pdf	
animals	18	pdf	annotator_1			vernacular	pdf	
appendicularians	18	pdf	annotator_1			vernacular	pdf	
arthropods	18	pdf	annotator_1			vernacular	pdf	
ascidians	18	pdf	annotator_1			vernacular	pdf	
bilaterians	18	pdf	annotator_1			vernacular	pdf	
bivalves	18	pdf	annotator_1			vernacular	pdf	
cephalochordates	18	pdf	annotator_1			vernacular	pdf	
choano?agellates	18	pdf	annotator_1			vernacular	pdf	
chordate	18	pdf	annotator_1			vernacular	pdf	
Chordate	18	pdf	annotator_1			vernacular	pdf	
cnidarians	18	pdf	annotator_1			vernacular	pdf	
cyclostomes	18	pdf	annotator_1			vernacular	pdf	
echinoderms	18	pdf	annotator_1			vernacular	pdf	
hagfish	18	pdf	annotator_1			vernacular	pdf	
hemichordates	18	pdf	annotator_1			vernacular	pdf	
insects	18	pdf	annotator_1			vernacular	pdf	
lamprey	18	pdf	annotator_1			vernacular	pdf	
lancelets	18	pdf	annotator_1			vernacular	pdf	
larvaceans	18	pdf	annotator_1			vernacular	pdf	
lophotrochozoans	18	pdf	annotator_1			vernacular	pdf	
molluscs	18	pdf	annotator_1			vernacular	pdf	
salps	18	pdf	annotator_1			vernacular	pdf	
sea squirts	18	pdf	annotator_1			vernacular	pdf	
Tunicates	18	pdf	annotator_1			vernacular	pdf	
tunicates	18	pdf	annotator_1			vernacular	pdf	
urochordates	18	pdf	annotator_1			vernacular	pdf	
vertebrates	18	pdf	annotator_1			vernacular	pdf	
Ciona	18	pdf	annotator_1			scientific name	pdf	
O. dioica	18	pdf	annotator_1			scientific name	pdf	
Oikopleura	18	pdf	annotator_1			scientific name	pdf	
Oikopleura dioica	18	pdf	annotator_1			scientific name	pdf	
Ciona	18	pdf	GNRD_1			scientific name	pdf	
Metazoa	18	pdf	GNRD_1			scientific name	pdf	
O. dioica	18	pdf	GNRD_1			scientific name	pdf	
Oikopleura	18	pdf	GNRD_1			scientific name	pdf	
Oikopleura dioica	18	pdf	GNRD_1			scientific name	pdf	
Diplosoma_simileguwa_AB211107.1	22	data	annotator_1	false negative	odd abbreviation	abbreviation	dcse	"odd spelling, .dcse"
Pyrosomella_verticullata_R4	22	data	annotator_1	false negative	odd abbreviation	abbreviation	dcse	"odd spelling, .dcse"
Anolis_carolinensis_AY859624	22	data	annotator_1			duplicate		
AnolisXcar	22	data	annotator_1			duplicate		
AntedonXse	22	data	annotator_1			duplicate		
AplidiumXp	22	data	annotator_1			duplicate		
Ascidia_ahodori_AB104871	22	data	annotator_1			duplicate		
AscidiaXah	22	data	annotator_1			duplicate		
AscidiaXce	22	data	annotator_1			duplicate		
Ascidiella_sp	22	data	annotator_1			duplicate		
AsteriasXa	22	data	annotator_1			duplicate		
Balanoglos	22	data	annotator_1			duplicate		
Boltenia_villosa_AY903924	22	data	annotator_1			duplicate		
BolteniaXv	22	data	annotator_1			duplicate		
Botrylloid	22	data	annotator_1			duplicate		
Botrylloides_violacea_AY903927	22	data	annotator_1			duplicate		
Botryllus_schlosseri_A	22	data	annotator_1			duplicate		
Botryllus_schlosseri_AB211066	22	data	annotator_1			duplicate		
Botryllus_schlosseri_Tam	22	data	annotator_1			duplicate		
BotryXplan	22	data	annotator_1			duplicate		
BotryXschl	22	data	annotator_1			duplicate		
BotryXtama	22	data	annotator_1			duplicate		
Branchiost	22	data	annotator_1			duplicate		
Chelyosoma_siboja_AB104872	22	data	annotator_1			duplicate		
Chrysemys_sp_AY859627	22	data	annotator_1			duplicate		
ChrysemysX	22	data	annotator_1			duplicate		
Ciona_intestinalis_AB013017	22	data	annotator_1			duplicate		
Ciona_savignyi_AB191429	22	data	annotator_1			duplicate		
CionaXinte	22	data	annotator_1			duplicate		
CionaXsavi	22	data	annotator_1			duplicate		
ClavelinaX	22	data	annotator_1			duplicate		
Cnemidocarpa_humilis_S	22	data	annotator_1			duplicate		
CnemidoXfi	22	data	annotator_1			duplicate		
CnemidoXhu	22	data	annotator_1			duplicate		
Corella_inflata_AY903930	22	data	annotator_1			duplicate		
CorellaXeu	22	data	annotator_1			duplicate		
CorellaXin	22	data	annotator_1			duplicate		
Cyclosalpa_R	22	data	annotator_1			duplicate		
Cyclosalpa_R8	22	data	annotator_1			duplicate		
Cystodytes_tam	22	data	annotator_1			duplicate		
DanioXreri	22	data	annotator_1			duplicate		
DendrodoaX	22	data	annotator_1			duplicate		
Didemnum_sp_AB211073.1	22	data	annotator_1			duplicate		
DidemnuXmo	22	data	annotator_1			duplicate		
DidemnXsp1	22	data	annotator_1			duplicate		
DidemnXsp2	22	data	annotator_1			duplicate		
Diplosoma_sp._AB211121.1	22	data	annotator_1			duplicate		
DiplosXsp1	22	data	annotator_1			duplicate		
DiploXmits	22	data	annotator_1			duplicate		
DiploXooru	22	data	annotator_1			duplicate		
DiploXsp2X	22	data	annotator_1			duplicate		
DiplXsimil	22	data	annotator_1			duplicate		
DiplXviren	22	data	annotator_1			duplicate		
DistapliaX	22	data	annotator_1			duplicate		
Doliolum_denticulata_S1S4	22	data	annotator_1			duplicate		
Doliolum_nationalis_AB013013	22	data	annotator_1			duplicate		
DoliolumXd	22	data	annotator_1			duplicate		
DoliolumXn	22	data	annotator_1			duplicate		
DXsimilegu	22	data	annotator_1			duplicate		
EcteinXher	22	data	annotator_1			duplicate		
EcteinXtur	22	data	annotator_1			duplicate		
EudistomaX	22	data	annotator_1			duplicate		
Gallus_gallus_AF173612	22	data	annotator_1			duplicate		
GallusXgal	22	data	annotator_1			duplicate		
Halocynthia_igaboja_AY903925	22	data	annotator_1			duplicate		
Halocynthia_roretzi_AB013016	22	data	annotator_1			duplicate		
Halocynthia_spinosa_Tam	22	data	annotator_1			duplicate		
HalocynXig	22	data	annotator_1			duplicate		
HalocynXro	22	data	annotator_1			duplicate		
HalocynXsp	22	data	annotator_1			duplicate		
Herdmania_curvata_AF165827	22	data	annotator_1			duplicate		
HerdmanXcu	22	data	annotator_1			duplicate		
HerdmanXmo	22	data	annotator_1			duplicate		
HerdmanXsp	22	data	annotator_1			duplicate		
HomoXsapie	22	data	annotator_1			duplicate		
Ihlea_racovitzai_C1	22	data	annotator_1			duplicate		
IhleaXraco	22	data	annotator_1			duplicate		
LepXmadara	22	data	annotator_1			duplicate		
LissoclXsp	22	data	annotator_1			duplicate		
LissXbadiu	22	data	annotator_1			duplicate		
LissXbistr	22	data	annotator_1			duplicate		
LissXpatel	22	data	annotator_1			duplicate		
LissXpunct	22	data	annotator_1			duplicate		
LissXtimor	22	data	annotator_1			duplicate		
Megalocerc	22	data	annotator_1			duplicate		
Megalocercus_huxleyi_R2	22	data	annotator_1			duplicate		
Megalodico	22	data	annotator_1			duplicate		
Megalodicopia_hians_AB075543	22	data	annotator_1			duplicate		
Metandroca	22	data	annotator_1			duplicate		
Metandrocarpa_taylori_AY903922	22	data	annotator_1			duplicate		
MicrocoXpo	22	data	annotator_1			duplicate		
MicrocoXsa	22	data	annotator_1			duplicate		
MicrocoXsq	22	data	annotator_1			duplicate		
Molgula_arenata_AY903919	22	data	annotator_1			duplicate		
Molgula_pacifica_AY040738	22	data	annotator_1			duplicate		
Molgula_pugetiensis_AY903920	22	data	annotator_1			duplicate		
Molgula_retortiformis_AY903921	22	data	annotator_1			duplicate		
MolgulaXar	22	data	annotator_1			duplicate		
MolgulaXbl	22	data	annotator_1			duplicate		
MolgulaXci	22	data	annotator_1			duplicate		
MolgulaXco	22	data	annotator_1			duplicate		
MolgulaXma	22	data	annotator_1			duplicate		
MolgulaXpa	22	data	annotator_1			duplicate		
MolgulaXpr	22	data	annotator_1			duplicate		
MolgulaXpu	22	data	annotator_1			duplicate		
MolgulaXre	22	data	annotator_1			duplicate		
MolgXoccid	22	data	annotator_1			duplicate		
MolgXoccul	22	data	annotator_1			duplicate		
MolgXocula	22	data	annotator_1			duplicate		
Oikopleura_dioica_AB013014	22	data	annotator_1			duplicate		
Oikopleura_labradoriensis_R1	22	data	annotator_1			duplicate		
OikopleuXd	22	data	annotator_1			duplicate		
OikopleuXl	22	data	annotator_1			duplicate		
OikopleuXs	22	data	annotator_1			duplicate		
PelonaiaXc	22	data	annotator_1			duplicate		
Perophora_sagamiensis_AB104873	22	data	annotator_1			duplicate		
PerophXsag	22	data	annotator_1			duplicate		
PerophXvir	22	data	annotator_1			duplicate		
Phallusia_mammilata_AF236803	22	data	annotator_1			duplicate		
Phallusia_nigra_Tam	22	data	annotator_1			duplicate		
PhalluXfum	22	data	annotator_1			duplicate		
PhalluXmam	22	data	annotator_1			duplicate		
PhalluXnig	22	data	annotator_1			duplicate		
Polycarpa_mytiligera_Tam	22	data	annotator_1			duplicate		
PolycarXmi	22	data	annotator_1			duplicate		
PolycarXpa	22	data	annotator_1			duplicate		
PolycarXpo	22	data	annotator_1			duplicate		
Ptychodera_flava_AF278681	22	data	annotator_1			duplicate		
Pycnoclave	22	data	annotator_1			duplicate		
Pyrosoma_atlanticum_AB013011	22	data	annotator_1			duplicate		
PyrosomaXa	22	data	annotator_1			duplicate		
PyrosomaXg	22	data	annotator_1			duplicate		
Pyura_gangelion_Tam	22	data	annotator_1			duplicate		
Pyura_haustor_AY903926	22	data	annotator_1			duplicate		
PyuraXdura	22	data	annotator_1			duplicate		
PyuraXgang	22	data	annotator_1			duplicate		
PyuraXhaus	22	data	annotator_1			duplicate		
Raja_schmidti_AF278682	22	data	annotator_1			duplicate		
RajaXschmi	22	data	annotator_1			duplicate		
Saccogloss	22	data	annotator_1			duplicate		
Saccoglossus_pusillus_AF236800	22	data	annotator_1			duplicate		
Salpa_thompsoni_C2	22	data	annotator_1			duplicate		
SalpaXcyli	22	data	annotator_1			duplicate		
SalpaXthom	22	data	annotator_1			duplicate		
Strongyloc	22	data	annotator_1			duplicate		
Styela_gibbsii_AY903923	22	data	annotator_1			duplicate		
StyelaXgib	22	data	annotator_1			duplicate		
StyelaXmon	22	data	annotator_1			duplicate		
StyelaXpli	22	data	annotator_1			duplicate		
SymplegmaX	22	data	annotator_1			duplicate		
ThaliaXdem	22	data	annotator_1			duplicate		
Trididemnu	22	data	annotator_1			duplicate		
XenopusXla	22	data	annotator_1			duplicate		
tunicates	22	data	annotator_1			vernacular		
Anolis_carolinensis_A	22	data	annotator_1					
Antedon_serrata_D14357	22	data	annotator_1					
Aplidium_pliciferum_AB211067.1	22	data	annotator_1					
Ascidia_ahodori_A	22	data	annotator_1					
Ascidia_ceratodes_L12378	22	data	annotator_1					
Ascidiella	22	data	annotator_1					
Asterias_amurensis_D14358	22	data	annotator_1					
Balanoglossus_carnosus_D14359	22	data	annotator_1					
Boltenia_villosa_A	22	data	annotator_1					
Botrylloides_violacea_A	22	data	annotator_1					
Botryllus_planus_DQ346653	22	data	annotator_1					
Botryllus_schlosseri	22	data	annotator_1					
Branchiostoma_floridae_M97571	22	data	annotator_1					
Chelyosoma	22	data	annotator_1					
Chelyosoma_siboja_A	22	data	annotator_1					
Chrysemys_sp_A	22	data	annotator_1					
Ciona_intestinalis_A	22	data	annotator_1					
Ciona_savignyi_A	22	data	annotator_1					
Clavelina_meridionalis_X8	22	data	annotator_1					
Cnemidocarpa_finmarkiensis_L12413	22	data	annotator_1					
Cnemidocarpa_humilis	22	data	annotator_1					
Corella_eumyota_X17	22	data	annotator_1					
Corella_inflata_A	22	data	annotator_1					
Cyclosalpa	22	data	annotator_1			scientific name		
Cystodytes	22	data	annotator_1			scientific name		
Danio_rerio_BX296557	22	data	annotator_1					
Dendrodoa_grossularia_L12416	22	data	annotator_1					
Didemnum_molle_AB211071.1	22	data	annotator_1					
Didemnum_sp._AB211072.1	22	data	annotator_1					
Diplosoma_mitsukurii_AB211096.1	22	data	annotator_1					
Diplosoma_ooru_AB211097.1	22	data	annotator_1					
Diplosoma_simile_AB211101.1	22	data	annotator_1					
