string	data_package	source_type	annotator	string_type
Lissoclinum_bistratum_AB211079.1	22	data	annotator_1	
Lissoclinum_patella_A	22	data	annotator_1	
Lissoclinum_punctatum_AB211086.1	22	data	annotator_1	
Lissoclinum_sp._AB211095.1	22	data	annotator_1	
Lissoclinum_timorense_AB211092.1	22	data	annotator_1	
Megalocercus_huxleyi_R	22	data	annotator_1	
Megalodicopia_hians_A	22	data	annotator_1	
Metandrocarpa_taylori_A	22	data	annotator_1	
Microcosmus_polymorphus_X35	22	data	annotator_1	
Microcosmus_sabatieri_X30	22	data	annotator_1	
Microcosmus_squamiger_X37	22	data	annotator_1	
Molgula_arenata_A	22	data	annotator_1	
Molgula_bleizi_L12418	22	data	annotator_1	
Molgula_citrina_L12420	22	data	annotator_1	
Molgula_complanata_L12422	22	data	annotator_1	
Molgula_manhattensis_L12426	22	data	annotator_1	
Molgula_occidentalis_X13	22	data	annotator_1	
Molgula_occulta_L12430	22	data	annotator_1	
Molgula_oculata_L12432	22	data	annotator_1	
Molgula_pacifica_A	22	data	annotator_1	
Molgula_provisionalis_L12434	22	data	annotator_1	
Molgula_pugetiensis_A	22	data	annotator_1	
Molgula_retortiformis_A	22	data	annotator_1	
Oikopleura_dioica_A	22	data	annotator_1	
Oikopleura_labradoriensis	22	data	annotator_1	
Oikopleura_sp_D14360	22	data	annotator_1	
Pelonaia_corrugata_L12440	22	data	annotator_1	
Perophora_sagamiensis_A	22	data	annotator_1	
Perophora_viralis_X45	22	data	annotator_1	
Perophora_viridis_X45	22	data	annotator_1	
Petromyzon_marinus_M97575	22	data	annotator_1	
Phallusia_fumigata_X6	22	data	annotator_1	
Phallusia_mammilata_A	22	data	annotator_1	
Phallusia_nigra_T	22	data	annotator_1	
Polycarpa_mytiligera	22	data	annotator_1	
Polycarpa_papillata_DQ346654	22	data	annotator_1	
Polycarpa_pomaria_L12441	22	data	annotator_1	
Ptychodera_flava_A	22	data	annotator_1	
Pycnoclavella_detorta_X9	22	data	annotator_1	
Pyrosoma_atlanticum_A	22	data	annotator_1	
Pyrosoma_godeauxi_R9	22	data	annotator_1	
Pyrosomella_verticillata_R4	22	data	annotator_1	
Pyura_dura_X23	22	data	annotator_1	
Pyura_gangelio_T	22	data	annotator_1	
Pyura_haustor_A	22	data	annotator_1	
Raja_schmidti_A	22	data	annotator_1	
Saccoglossus_pusillus_A	22	data	annotator_1	
Salpa_cylindica_R7	22	data	annotator_1	
Salpa_cylindrica_R7	22	data	annotator_1	
Salpa_thompsoni	22	data	annotator_1	
Strongylocentrotus_purpuratus_L28055	22	data	annotator_1	
Styela_gibbsii_A	22	data	annotator_1	
Styela_montereyensis_L12443	22	data	annotator_1	
Styela_plicata_L12444	22	data	annotator_1	
Symplegma_viride_DQ346655	22	data	annotator_1	
Thalia_democratica_D14366	22	data	annotator_1	
Trididemnum_paracyclops_AB211074.1	22	data	annotator_1	
Xenopus_laevis_X04025	22	data	annotator_1	
Pycnoclavella aff. detorta	22	pdf	annotator_1	scientific name
Diplosoma simileguwa	22	pdf	annotator_1	scientific name
Xenopus laevis	22	pdf	annotator_1	scientific name
Ambulacriaria	22	pdf	annotator_1	scientific name
Anolis carolinensis	22	pdf	annotator_1	scientific name
Antedon serrata	22	pdf	annotator_1	scientific name
Aplidium pliciferum	22	pdf	annotator_1	scientific name
Aplousobranchia	22	pdf	annotator_1	scientific name
Appendicularia	22	pdf	annotator_1	scientific name
Ascidia	22	pdf	annotator_1	scientific name
Ascidia ahodori	22	pdf	annotator_1	scientific name
Ascidia ceratodes	22	pdf	annotator_1	scientific name
Ascidiacea	22	pdf	annotator_1	scientific name
Ascidiella	22	pdf	annotator_1	scientific name
Ascidiidae	22	pdf	annotator_1	scientific name
Asterias amurensis	22	pdf	annotator_1	scientific name
Balanoglosssus carnosus	22	pdf	annotator_1	scientific name
Balanoglossus carnosus	22	pdf	annotator_1	scientific name
Boltenia villosa	22	pdf	annotator_1	scientific name
Botryllinae	22	pdf	annotator_1	scientific name
Botrylloides violaceus	22	pdf	annotator_1	scientific name
Botryllus planus	22	pdf	annotator_1	scientific name
Botryllus schlosseri	22	pdf	annotator_1	scientific name
Branchiostoma floridae	22	pdf	annotator_1	scientific name
Cephalochordata	22	pdf	annotator_1	scientific name
Chelyosoma siboja	22	pdf	annotator_1	scientific name
Chordata	22	pdf	annotator_1	scientific name
Chrysemys	22	pdf	annotator_1	scientific name
Ciona	22	pdf	annotator_1	scientific name
Ciona intestinalis	22	pdf	annotator_1	scientific name
Ciona savignyi	22	pdf	annotator_1	scientific name
Cionidae	22	pdf	annotator_1	scientific name
Clavelina meridionalis	22	pdf	annotator_1	scientific name
Clavelinidae	22	pdf	annotator_1	scientific name
Cnemidocarpa finmarkiensis	22	pdf	annotator_1	scientific name
Cnemidocarpa humilis	22	pdf	annotator_1	scientific name
Corella eumyota	22	pdf	annotator_1	scientific name
Corella inflata	22	pdf	annotator_1	scientific name
Corellidae	22	pdf	annotator_1	scientific name
Cyclosalpa	22	pdf	annotator_1	scientific name
Cyclosalpa quadriluminis	22	pdf	annotator_1	scientific name
Cystodytes	22	pdf	annotator_1	scientific name
Danio rerio	22	pdf	annotator_1	scientific name
Dendrodoa grossularia	22	pdf	annotator_1	scientific name
Diazonidae	22	pdf	annotator_1	scientific name
Didemnidae	22	pdf	annotator_1	scientific name
Didemnum	22	pdf	annotator_1	scientific name
Didemnum molle	22	pdf	annotator_1	scientific name
Diplosoma	22	pdf	annotator_1	scientific name
Diplosoma mitsukurii	22	pdf	annotator_1	scientific name
Diplosoma ooru	22	pdf	annotator_1	scientific name
Diplosoma simile	22	pdf	annotator_1	scientific name
Diplosoma virens	22	pdf	annotator_1	scientific name
Distaplia dubia	22	pdf	annotator_1	scientific name
Doliolida	22	pdf	annotator_1	scientific name
Doliolium	22	pdf	annotator_1	scientific name
Doliolum	22	pdf	annotator_1	scientific name
Doliolum denticulata	22	pdf	annotator_1	scientific name
Doliolum nationalis	22	pdf	annotator_1	scientific name
Echinodermata	22	pdf	annotator_1	scientific name
Ecteinascidia herdmanni	22	pdf	annotator_1	scientific name
Ecteinascidia turbinata	22	pdf	annotator_1	scientific name
Enterogona	22	pdf	annotator_1	scientific name
Eudistoma gilboviride	22	pdf	annotator_1	scientific name
Fritillariidae	22	pdf	annotator_1	scientific name
Gallus gallus	22	pdf	annotator_1	scientific name
Halocynthia igaboja	22	pdf	annotator_1	scientific name
Halocynthia roretzi	22	pdf	annotator_1	scientific name
Halocynthia spinosa	22	pdf	annotator_1	scientific name
Hemichordata	22	pdf	annotator_1	scientific name
Herdmania	22	pdf	annotator_1	scientific name
Herdmania curvata	22	pdf	annotator_1	scientific name
Herdmania momus	22	pdf	annotator_1	scientific name
Homo sapiens	22	pdf	annotator_1	scientific name
Ihlea racovitzai	22	pdf	annotator_1	scientific name
Kowalevskiidae	22	pdf	annotator_1	scientific name
Leptoclinides madara	22	pdf	annotator_1	scientific name
Lissoclinum	22	pdf	annotator_1	scientific name
Lissoclinum badium	22	pdf	annotator_1	scientific name
Lissoclinum bistratum	22	pdf	annotator_1	scientific name
Lissoclinum patella	22	pdf	annotator_1	scientific name
Lissoclinum punctatum	22	pdf	annotator_1	scientific name
Lissoclinum timorense	22	pdf	annotator_1	scientific name
Megalocercus huxleyi	22	pdf	annotator_1	scientific name
Megalodicopia hians	22	pdf	annotator_1	scientific name
Metandrocarpa taylori	22	pdf	annotator_1	scientific name
Microcosmus polymorphus	22	pdf	annotator_1	scientific name
Microcosmus sabatieri	22	pdf	annotator_1	scientific name
Microcosmus squamiger	22	pdf	annotator_1	scientific name
Molgula arenata	22	pdf	annotator_1	scientific name
Molgula bleizi	22	pdf	annotator_1	scientific name
Molgula citrina	22	pdf	annotator_1	scientific name
Molgula complanata	22	pdf	annotator_1	scientific name
Molgula manhattensis	22	pdf	annotator_1	scientific name
Molgula occidentalis	22	pdf	annotator_1	scientific name
Molgula occulta	22	pdf	annotator_1	scientific name
Molgula oculata	22	pdf	annotator_1	scientific name
Molgula pacifica	22	pdf	annotator_1	scientific name
Molgula provisionalis	22	pdf	annotator_1	scientific name
Molgula pugetiensis	22	pdf	annotator_1	scientific name
Molgula retortiformis	22	pdf	annotator_1	scientific name
Molgulidae	22	pdf	annotator_1	scientific name
Octacnemidae	22	pdf	annotator_1	scientific name
Octanemidae	22	pdf	annotator_1	scientific name
Oikopleura	22	pdf	annotator_1	scientific name
Oikopleura dioica	22	pdf	annotator_1	scientific name
Oikopleura labradorensis	22	pdf	annotator_1	scientific name
Oikopleuridae	22	pdf	annotator_1	scientific name
Pelonaia corrugata	22	pdf	annotator_1	scientific name
Perophora sagamiensis	22	pdf	annotator_1	scientific name
Perophora viridis	22	pdf	annotator_1	scientific name
Perophoridae	22	pdf	annotator_1	scientific name
Petromyzon marinus	22	pdf	annotator_1	scientific name
Phallusia	22	pdf	annotator_1	scientific name
Phallusia fumigata	22	pdf	annotator_1	scientific name
Phallusia mammilata	22	pdf	annotator_1	scientific name
Phallusia nigra	22	pdf	annotator_1	scientific name
Phlebobranchia	22	pdf	annotator_1	scientific name
Pleurogona	22	pdf	annotator_1	scientific name
Polycarpa mytiligera	22	pdf	annotator_1	scientific name
Polycarpa papillata	22	pdf	annotator_1	scientific name
Polycarpa pomaria	22	pdf	annotator_1	scientific name
Polycitoridae	22	pdf	annotator_1	scientific name
Polyclinidae	22	pdf	annotator_1	scientific name
Ptychodera flava	22	pdf	annotator_1	scientific name
Pyrosoma atlanticum	22	pdf	annotator_1	scientific name
Pyrosoma godeauxi	22	pdf	annotator_1	scientific name
Pyrosomatida	22	pdf	annotator_1	scientific name
Pyrosomella verticillata	22	pdf	annotator_1	scientific name
Pyura dura	22	pdf	annotator_1	scientific name
Pyura gangelion	22	pdf	annotator_1	scientific name
Pyura haustor	22	pdf	annotator_1	scientific name
Pyuridae	22	pdf	annotator_1	scientific name
Raja schmidti	22	pdf	annotator_1	scientific name
Saccoglossus pusillus	22	pdf	annotator_1	scientific name
Salpa cylindica	22	pdf	annotator_1	scientific name
Salpa cylindrica	22	pdf	annotator_1	scientific name
Salpa thompsoni	22	pdf	annotator_1	scientific name
Salpida	22	pdf	annotator_1	scientific name
Stolidobranchia	22	pdf	annotator_1	scientific name
Strongylocentrotus purpuratus	22	pdf	annotator_1	scientific name
Styela gibbsi	22	pdf	annotator_1	scientific name
Styela gibbsii	22	pdf	annotator_1	scientific name
Styela montereyensis	22	pdf	annotator_1	scientific name
Styela plicata	22	pdf	annotator_1	scientific name
Styelidae	22	pdf	annotator_1	scientific name
Symplegma viride	22	pdf	annotator_1	scientific name
Thalia democratica	22	pdf	annotator_1	scientific name
Thaliacea	22	pdf	annotator_1	scientific name
Trididemnum paracyclops	22	pdf	annotator_1	scientific name
Vertebrata	22	pdf	annotator_1	scientific name
ascidians	22	pdf	annotator_1	vernacular
chordates	22	pdf	annotator_1	vernacular
thaliaceans	22	pdf	annotator_1	vernacular
tunicates	22	pdf	annotator_1	vernacular
vertebrates	22	pdf	annotator_1	vernacular
Sylvia atricapilla	29	data	annotator_1	orphan genus
Turdus philomelos	29	data	annotator_1	orphan genus
Accipiter gentilis	29	data	annotator_1	scientific name
Accipiter nisus	29	data	annotator_1	scientific name
Acrocephalus arundinaceus	29	data	annotator_1	scientific name
Acrocephalus palustris	29	data	annotator_1	scientific name
Acrocephalus schoenobaenus	29	data	annotator_1	scientific name
Acrocephalus scirpaceus	29	data	annotator_1	scientific name
Actitis hypoleucos	29	data	annotator_1	scientific name
Aegithalos caudatus	29	data	annotator_1	scientific name
Alauda arvensis	29	data	annotator_1	scientific name
Alcedo atthis	29	data	annotator_1	scientific name
Anas crecca	29	data	annotator_1	scientific name
Anas platyrhynchos	29	data	annotator_1	scientific name
Anas querquedula	29	data	annotator_1	scientific name
Anas strepera	29	data	annotator_1	scientific name
Anser anser	29	data	annotator_1	scientific name
Anthus pratensis	29	data	annotator_1	scientific name
Anthus trivialis	29	data	annotator_1	scientific name
Apus apus	29	data	annotator_1	scientific name
Ardea cinerea	29	data	annotator_1	scientific name
Aythya ferina	29	data	annotator_1	scientific name
Aythya fuligula	29	data	annotator_1	scientific name
Bucephala clangula	29	data	annotator_1	scientific name
Buteo buteo	29	data	annotator_1	scientific name
Caprimulgus europaeus	29	data	annotator_1	scientific name
Carduelis cannabina	29	data	annotator_1	scientific name
Carduelis carduelis	29	data	annotator_1	scientific name
Carduelis chloris	29	data	annotator_1	scientific name
Carduelis flammea	29	data	annotator_1	scientific name
Carduelis spinus	29	data	annotator_1	scientific name
Certhia brachydactyla	29	data	annotator_1	scientific name
Certhia familiaris	29	data	annotator_1	scientific name
Charadrius dubius	29	data	annotator_1	scientific name
Ciconia ciconia	29	data	annotator_1	scientific name
Ciconia nigra	29	data	annotator_1	scientific name
Cinclus cinclus	29	data	annotator_1	scientific name
Circus aeruginosus	29	data	annotator_1	scientific name
Coccothraustes coccothraustes	29	data	annotator_1	scientific name
Columba oenas	29	data	annotator_1	scientific name
Columba palumbus	29	data	annotator_1	scientific name
Corvus corax	29	data	annotator_1	scientific name
Corvus corone	29	data	annotator_1	scientific name
Corvus frugilegus	29	data	annotator_1	scientific name
Corvus monedula	29	data	annotator_1	scientific name
Coturnix coturnix	29	data	annotator_1	scientific name
Crex crex	29	data	annotator_1	scientific name
Cuculus canorus	29	data	annotator_1	scientific name
Cygnus olor	29	data	annotator_1	scientific name
Delichon urbica	29	data	annotator_1	scientific name
Dendrocopos major	29	data	annotator_1	scientific name
Dendrocopos medius	29	data	annotator_1	scientific name
Dendrocopos minor	29	data	annotator_1	scientific name
Dryocopus martius	29	data	annotator_1	scientific name
Emberiza citrinella	29	data	annotator_1	scientific name
Emberiza hortulana	29	data	annotator_1	scientific name
Emberiza schoeniclus	29	data	annotator_1	scientific name
Erithacus rubecula	29	data	annotator_1	scientific name
Falco tinnunculus	29	data	annotator_1	scientific name
Ficedula albicollis	29	data	annotator_1	scientific name
Ficedula hypoleuca	29	data	annotator_1	scientific name
Ficedula parva	29	data	annotator_1	scientific name
Fringilla coelebs	29	data	annotator_1	scientific name
Fulica atra	29	data	annotator_1	scientific name
Gallinago gallinago	29	data	annotator_1	scientific name
Gallinula chloropus	29	data	annotator_1	scientific name
Garrulus glandarius	29	data	annotator_1	scientific name
Hippolais icterina	29	data	annotator_1	scientific name
Hirundo rustica	29	data	annotator_1	scientific name
Jynx torquilla	29	data	annotator_1	scientific name
Lanius collurio	29	data	annotator_1	scientific name
Lanius excubitor	29	data	annotator_1	scientific name
Larus ridibundus	29	data	annotator_1	scientific name
Locustella fluviatilis	29	data	annotator_1	scientific name
Locustella luscinioides	29	data	annotator_1	scientific name
Locustella naevia	29	data	annotator_1	scientific name
Loxia curvirostra	29	data	annotator_1	scientific name
Lullula arborea	29	data	annotator_1	scientific name
Luscinia megarhynchos	29	data	annotator_1	scientific name
Luscinia svecica	29	data	annotator_1	scientific name
Miliaria calandra	29	data	annotator_1	scientific name
Milvus migrans	29	data	annotator_1	scientific name
Milvus milvus	29	data	annotator_1	scientific name
Motacilla alba	29	data	annotator_1	scientific name
Motacilla cinerea	29	data	annotator_1	scientific name
Motacilla flava	29	data	annotator_1	scientific name
Muscicapa striata	29	data	annotator_1	scientific name
Nucifraga caryocatactes	29	data	annotator_1	scientific name
Nycticorax nycticorax	29	data	annotator_1	scientific name
Oenanthe oenanthe	29	data	annotator_1	scientific name
Oriolus oriolus	29	data	annotator_1	scientific name
Parus ater	29	data	annotator_1	scientific name
Parus caeruleus	29	data	annotator_1	scientific name
Parus cristatus	29	data	annotator_1	scientific name
Parus major	29	data	annotator_1	scientific name
Parus montanus	29	data	annotator_1	scientific name
Parus palustris	29	data	annotator_1	scientific name
Passer domesticus	29	data	annotator_1	scientific name
Passer montanus	29	data	annotator_1	scientific name
Perdix perdix	29	data	annotator_1	scientific name
Pernis apivorus	29	data	annotator_1	scientific name
Phalacrocorax carbo	29	data	annotator_1	scientific name
Phasianus colchicus	29	data	annotator_1	scientific name
Phoenicurus ochruros	29	data	annotator_1	scientific name
Phoenicurus phoenicurus	29	data	annotator_1	scientific name
Phylloscopus collybita	29	data	annotator_1	scientific name
Phylloscopus sibilatrix	29	data	annotator_1	scientific name
Phylloscopus trochilus	29	data	annotator_1	scientific name
Pica pica	29	data	annotator_1	scientific name
Picus canus	29	data	annotator_1	scientific name
Picus viridis	29	data	annotator_1	scientific name
Podiceps cristatus	29	data	annotator_1	scientific name
Prunella modularis	29	data	annotator_1	scientific name
Pyrrhula pyrrhula	29	data	annotator_1	scientific name
Regulus ignicapillus	29	data	annotator_1	scientific name
Regulus regulus	29	data	annotator_1	scientific name
Remiz pendulinus	29	data	annotator_1	scientific name
Riparia riparia	29	data	annotator_1	scientific name
Saxicola rubetra	29	data	annotator_1	scientific name
Saxicola torquata	29	data	annotator_1	scientific name
Serinus serinus	29	data	annotator_1	scientific name
Sitta europaea	29	data	annotator_1	scientific name
Sterna hirundo	29	data	annotator_1	scientific name
Streptopelia decaocto	29	data	annotator_1	scientific name
Streptopelia turtur	29	data	annotator_1	scientific name
Sturnus vulgaris	29	data	annotator_1	scientific name
Sylvia borin	29	data	annotator_1	scientific name
Sylvia communis	29	data	annotator_1	scientific name
Sylvia curruca	29	data	annotator_1	scientific name
Sylvia nisoria	29	data	annotator_1	scientific name
Troglodytes troglodytes	29	data	annotator_1	scientific name
Turdus merula	29	data	annotator_1	scientific name
Turdus pilaris	29	data	annotator_1	scientific name
Turdus viscivorus	29	data	annotator_1	scientific name
Upupa epops	29	data	annotator_1	scientific name
Vanellus vanellus	29	data	annotator_1	scientific name
Bird	29	data	annotator_1	vernacular
birds	29	data	annotator_1	vernacular
Tachybaptus ruficollis	29	data	annotator_1	
P. phoenicurus	29	pdf	annotator_1	scientific name
A. arundinaceus	29	pdf	annotator_1	scientific name
A. schoenobaenus	29	pdf	annotator_1	scientific name
Accipiter gentilis	29	pdf	annotator_1	scientific name
